FileName,lrs-long64-safe.js,lrs-long128-safe.js,lrs-gmp.js,lrs-minigmp.js,hybrid-gmp.js,hybrid-minigmp.js,lrs-long64-unsafe.js,lrs-long128-unsafe.js
fq48-19lrs.ine,125.21790000000001,349.49809999999997,432.4355,808.8933000000001,124.7965,126.01380000000005,123.44120000000018,309.8303999999999
