FileName,lrs-long64-safe.js,lrs-long128-safe.js,lrs-gmp.js,hybrid-gmp.js
vf900.ext,0.016200000000186263,69.1995,203.63,70.00919999999925
c30-15.ext,0.025099999999627472,0.017799999999813736,219.974,221.088
fq48-19lrs.ine,48.043399999999444,192.05979999999983,387.5557999999998,47.23229999999981
