FileName,lrs-long64-safe.js,lrs-long128-safe.js,lrs-gmp.js,hybrid-gmp.js
c30-15.ext,0.001,0.002,159.232,156.105
fq48-19lrs.ine,84.77,286.944,190.273,82.939
vf900.ext,0.007,105.094,100.541,105.275
