FileName,lrs-long64-safe.js,lrs-long128-safe.js,lrs-gmp.js,hybrid-gmp.js
c30-15.ext,0,0.001,105.198,104.845
fq48-19lrs.ine,30.18,97.296,150.711,30.476
vf900.ext,0.004,32.872,70.709,34.138
