FileName,lrs-long64-safe.js,lrs-long128-safe.js,lrs-gmp.js,hybrid-gmp.js
c30-15.ext,0.002,0.002,103.903,104.733
fq48-19lrs.ine,30.874,99.076,150.12,30.535
vf900.ext,0.009,33.189,69.197,33.808
