FileName,lrs-long64-safe.js,lrs-long128-safe.js,lrs-gmp.js,hybrid-gmp.js
fq48-19lrs.ine,81.523,271.697,186.519,81.948
vf900.ext,0.002,99.74,97.517,99.565
c30-15.ext,0,0.002,156.474,156.621
