FileName,hybrid-gmp,lrs-gmp,lrs-long128-safe,lrs-long128-unsafe,lrs-long64-safe,lrs-long64-unsafe,hybrid-minigmp,lrs-minigmp
c30-15c.ext,,,,,,,,
c30-15.ext,30.1632383599722,29.894556873691556,,,,,11.15109109109109,11.020476858345022
fq48-19lrs.ine,19.40126206384558,16.15957970902933,32.463399478853475,33.718660170523755,19.084925925925926,19.13729446935725,19.56822018348624,18.812897914379807
perm10c.ine,,,,,,,,
perm10.ine,,3.4041433563565366,8.694090539441584,,6.5849205099952774,,,
vf900.ext,44.434911717495986,33.05367754505601,46.278040816326524,57.173744292237444,,,45.76228070175439,29.03264365461436
