FileName,lrs-long64-safe.js,lrs-long128-safe.js,lrs-gmp.js,lrs-minigmp.js,hybrid-gmp.js,hybrid-minigmp.js,lrs-long64-unsafe.js,lrs-long128-unsafe.js
fq48-19lrs.ine,342.604900000006,936.8205,1467.6911000000089,2709.138899999976,349.815799999997,361.739,331.921299999997,845.0263000000119
vf900.ext,O,361.7217999999821,826.3027000000179,1992.6293999999762,333.41379999998213,335.81539999997616,0.019800000011920928,305.229900000006
mit.ine,O,1720.302199999988,3464.537199999988,9558.1385,1661.5672000000181,1766.9736000000238,545.9374000000059,1525.193099999994
c30-15.ext,O,O,924.9058000000119,1188.4926000000238,1005.6965,1245.5222999999523,O,O
