FileName,hybrid-gmp,lrs-gmp,lrs-long128-safe,lrs-long128-unsafe,lrs-long64-safe,lrs-long64-unsafe,hybrid-minigmp,lrs-minigmp
c30-15c.ext,,,,,,,,
c30-15.ext,23.806240444753303,24.40917655268667,,,,,9.55304704704705,9.601005810458824
fq48-19lrs.ine,11.905515961395714,10.65211992918174,17.108715173381434,19.155247259439694,12.143144444444442,11.502544843049312,11.648326605504602,12.702620289059643
perm10c.ine,,,,,,,,
perm10.ine,,2.635064311846833,8.096242884250474,,6.046646466236411,,,
vf900.ext,24.01656500802571,18.747664393570375,24.38061224489796,31.80190639269398,,,24.06733652312603,18.315688825156194
