FileName,lrs-gmp.js,lrs-minigmp.js,hybrid-gmp.js
c30-15.ext,940.5739000000001,1171.7662000000003,950.5756999999998
c30-15c.ext,922.8703999999999,1148.2482999999997,924.1373999999994
