FileName,lrs-long64-safe.js,lrs-long128-safe.js,lrs-gmp.js
perm10.ine,2028.6462000000001,5857.742299999999,10232.140099999997
perm10c.ine,1801.6659000000022,5662.922600000002,9865.448200000003
