FileName,lrs-long64-safe,lrs-long128-safe,lrs-gmp,lrs-minigmp,hybrid-gmp,hybrid-minigmp,lrs-long64-unsafe,lrs-long128-unsafe
fq48-19lrs.ine,327.8648999999999,853.5537999999998,1383.8168999999998,2777.3009,320.73460000000057,317.4169000000004,307.8080999999996,786.3228999999994
