FileName,Browser,Input,lrs-long64-safe.js,lrs-long128-safe.js,lrs-gmp.js,lrs-minigmp.js,hybrid-gmp.js,hybrid-minigmp.js,lrs-long64-unsafe.js,lrs-long128-unsafe.js
fq48-19lrs.ine,Chrome,fq48-19lrs.ine,377.96620000000297,862.5263000000119,1541.013899999991,2708.3463999999913,357.794900000006,327.98530000001193,310.643599999994,800.3079000000059
vf900.ext,Chrome,vf900.ext,0.011799999997019767,307.79910000000893,801.254299999997,1796.9465,306.66539999999105,299.7765,0.019299999997019767,289.443200000003
mit.ine,Chrome,mit.ine,0.235,1444.660599999994,3265.749700000003,8468.269700000003,1545.2945,1550.979799999997,536.6271000000089,1420.616699999988
