FileName,lrs-long64-safe.js,lrs-long128-safe.js,lrs-gmp.js,hybrid-gmp.js
fq48-19lrs.ine,29.946,96.43,148.51,30.203
vf900.ext,0.003,32.413,66.959,32.583
c30-15.ext,0.001,0.001,102.431,99.152
