Input,lrs-long64-safe.js,lrs-long128-safe.js,lrs-gmp.js,lrs-minigmp.js,hybrid-gmp.js,hybrid-minigmp.js,lrs-long64-unsafe.js,lrs-long128-unsafe.js
fq48-19lrs.ine,-35.36129999999696,74.29419999998811,-73.32279999998218,N/A,-7.979100000008998,N/A,21.277700000002994,44.718400000006
vf900.ext,-0.00040000002086159996,53.92269999997319,25.048400000020933,N/A,26.74839999999108,N/A,0.0005000000149011988,15.786700000003009
mit.ine,0.004699999988079018,275.641599999994,198.7874999999849,N/A,116.27270000001795,N/A,9.310299999997028,104.57640000000606
